CÓDIGO ACCIDENTE;CÓDIGO VEHÍCULO;CÓDIGO PERSONA;DEPARTAMENTO;PROVINCIA;DISTRITO;TIPO PERSONA;GRAVEDAD;LUGAR ATENCIÓN LESIONADO;LUGAR DE DEFUNCIÓN;SITUACIÓN DE PERSONA;PAÍS DE NACIONALIDAD;OTRO PAÍS DE NACIONALIDAD;EDAD;SEXO;POSEE LICENCIA;ESTADO LICENCIA;CLASE_LICENCIA;¿SE SOMETIÓ A DOSAJE ETÍLICO CUALITATIVO?;RESULTADO DEL DOSAJE ETÍLICO CUALITATIVO;¿SE SOMETIÓ A DOSAJE ETÍLICO CUANTITATIVO?;VEHÍCULO;FECHA;AÑO;MES;DIA;HORA;CLASE DE SINIESTRO;CAUSA    ;CAUSA ESPECIFICA     
A-2021-11-195;V-2021-11-195-1;P-2021-11-195-1-3;LAMBAYEQUE;LAMBAYEQUE;MOCHUMI;PASAJERO;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;16;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;NO;MOTOCICLETA;5/11/2021;2021;NOVIEMBRE;VIERNES;19;CHOQUE;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-11-195;V-2021-11-195-2;P-2021-11-195-2-1;LAMBAYEQUE;LAMBAYEQUE;MOCHUMI;CONDUCTOR FUGADO;NO SE CONOCE;;;NO IDENTIFICADO;NO ESPECIFICA;NO ESPECIFICA;N/I;N/I;;FUGADO;FUGADO;NO INDICA;NO INDICA;NO INDICA;TRIMOTO CARGA;5/11/2021;2021;NOVIEMBRE;VIERNES;19;CHOQUE;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-11-54;V-2021-11-54-1;P-2021-11-54-1-1;LA LIBERTAD;SANCHEZ CARRION;SARIN;CONDUCTOR;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;14;MASCULINO;;SIN LICENCIA;SIN LICENCIA;NO;NO CORRESPONDE;NO;MOTOCICLETA;5/11/2021;2021;NOVIEMBRE;VIERNES;18;DESPISTE;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-11-107;V-2021-11-107-1;P-2021-11-107-1-1;CUSCO;ESPINAR;SUYCKUTAMBO;CONDUCTOR;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;23;MASCULINO;;SIN LICENCIA;SIN LICENCIA;SI;NEGATIVO;NO;MOTOCICLETA;6/11/2021;2021;NOVIEMBRE;SÁBADO;0;DESPISTE;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD
A-2021-11-107;V-2021-11-107-1;P-2021-11-107-1-2;CUSCO;ESPINAR;SUYCKUTAMBO;PASAJERO;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;19;FEMENINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;NO;MOTOCICLETA;6/11/2021;2021;NOVIEMBRE;SÁBADO;0;DESPISTE;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD
A-2021-11-13;V-2021-11-13-1;P-2021-11-13-1-1;CAJAMARCA;CAJAMARCA;CAJAMARCA;CONDUCTOR;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;35;MASCULINO;;SIN LICENCIA;SIN LICENCIA;SI;NEGATIVO;SI;MOTOCICLETA;6/11/2021;2021;NOVIEMBRE;SÁBADO;8;CHOQUE;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-11-196;V-2021-11-196-1;P-2021-11-196-1-2;LAMBAYEQUE;CHICLAYO;PIMENTEL;PASAJERO;LESIONADO;CENTRO DE SALUD PÚBLICO;NO CORRESPONDE;IDENTIFICADO;PERÚ;NO CORRESPONDE;27;FEMENINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;NO;MOTOCICLETA;6/11/2021;2021;NOVIEMBRE;SÁBADO;15;VOLCADURA;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-11-196;V-2021-11-196-1;P-2021-11-196-1-1;LAMBAYEQUE;CHICLAYO;PIMENTEL;CONDUCTOR;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;24;MASCULINO;SI;VIGENTE;B IIc;NO;NO CORRESPONDE;SI;MOTOCICLETA;6/11/2021;2021;NOVIEMBRE;SÁBADO;15;VOLCADURA;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-11-28;V-2021-11-28-1;P-2021-11-28-1-2;PUNO;SAN ROMAN;SAN MIGUEL;PEATÓN;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;46;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;NO;VEHÍCULO NO IDENTIFICADO;6/11/2021;2021;NOVIEMBRE;SÁBADO;22;ATROPELLO FUGA;IMPRUDENCIA DEL CONDUCTOR;EXCESO DE VELOCIDAD
A-2021-11-56;V-2021-11-56-1;P-2021-11-56-1-1;LA LIBERTAD;PACASMAYO;GUADALUPE;CONDUCTOR;LESIONADO;CENTRO DE SALUD PÚBLICO;NO CORRESPONDE;IDENTIFICADO;PERÚ;NO CORRESPONDE;22;MASCULINO;;SIN LICENCIA;SIN LICENCIA;NO;NO CORRESPONDE;NO;MOTOCICLETA;6/11/2021;2021;NOVIEMBRE;SÁBADO;20;ATROPELLO;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-11-56;V-2021-11-56-1;P-2021-11-56-1-2;LA LIBERTAD;PACASMAYO;GUADALUPE;PEATÓN;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;49;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;NO;MOTOCICLETA;6/11/2021;2021;NOVIEMBRE;SÁBADO;20;ATROPELLO;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-11-7;V-2021-11-7-1;P-2021-11-7-1-1;ICA;PISCO;HUMAY;CONDUCTOR;LESIONADO;CENTRO DE SALUD PÚBLICO;NO CORRESPONDE;IDENTIFICADO;PERÚ;NO CORRESPONDE;25;MASCULINO;SI;VIGENTE;B IIc;SI;POSITIVO;SI;MOTOCICLETA;6/11/2021;2021;NOVIEMBRE;SÁBADO;15;DESPISTE;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-11-7;V-2021-11-7-1;P-2021-11-7-1-2;ICA;PISCO;HUMAY;PASAJERO;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;51;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;NO;MOTOCICLETA;6/11/2021;2021;NOVIEMBRE;SÁBADO;15;DESPISTE;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-11-125;V-2021-11-125-1;P-2021-11-125-1-2;PIURA;SULLANA;MIGUEL CHECA;PEATÓN;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;OTRO;VENEZUELA;34;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;SI;POSITIVO;SI;VEHÍCULO NO IDENTIFICADO;7/11/2021;2021;NOVIEMBRE;DOMINGO;6;ATROPELLO FUGA;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-11-147;V-2021-11-147-1;P-2021-11-147-1-2;LIMA;LIMA;COMAS;PEATÓN;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;40;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;NO;VEHÍCULO NO IDENTIFICADO;7/11/2021;2021;NOVIEMBRE;DOMINGO;2;ATROPELLO FUGA;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-11-148;V-2021-11-148-1;P-2021-11-148-1-2;LIMA;LIMA;LOS OLIVOS;PEATÓN;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;NO IDENTIFICADO;NO ESPECIFICA;NO ESPECIFICA;N/I;FEMENINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;SI;NEGATIVO;NO;ÓMNIBUS;7/11/2021;2021;NOVIEMBRE;DOMINGO;10;ATROPELLO;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-11-149;V-2021-11-149-2;P-2021-11-149-2-1;LIMA;LIMA;LOS OLIVOS;CONDUCTOR;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;N/I;MASCULINO;;SIN DNI IDENTIFICADO;SIN DNI IDENTIFICADO;SI;NEGATIVO;NO;TRICICLO NO MOTORIZADO;7/11/2021;2021;NOVIEMBRE;DOMINGO;20;CHOQUE;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-11-151;V-2021-11-151-2;P-2021-11-151-2-1;LIMA;LIMA;SANTIAGO DE SURCO;CONDUCTOR;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;20;MASCULINO;;SIN LICENCIA;SIN LICENCIA;SI;NEGATIVO;NO;MOTOCICLETA;7/11/2021;2021;NOVIEMBRE;DOMINGO;16;CHOQUE;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-11-175;V-2021-11-175-1;P-2021-11-175-1-1;LIMA;HUARAL;AUCALLAMA;CONDUCTOR;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;34;MASCULINO;;SIN LICENCIA;SIN LICENCIA;NO;NO CORRESPONDE;NO;TRIMOTO CARGA;7/11/2021;2021;NOVIEMBRE;DOMINGO;7;DESPISTE;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-11-176;V-2021-11-176-1;P-2021-11-176-1-3;LIMA;HUARAL;CHANCAY;PEATÓN;LESIONADO;CENTRO DE SALUD PÚBLICO;NO CORRESPONDE;IDENTIFICADO;PERÚ;NO CORRESPONDE;27;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;SI;NEGATIVO;NO;CAMIONETA RURAL;7/11/2021;2021;NOVIEMBRE;DOMINGO;4;ATROPELLO FUGA;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-11-197;V-2021-11-197-1;P-2021-11-197-1-1;LAMBAYEQUE;CHICLAYO;NUEVA ARICA;CONDUCTOR;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;27;FEMENINO;;SIN LICENCIA;SIN LICENCIA;NO;NO CORRESPONDE;NO;MOTOCICLETA;7/11/2021;2021;NOVIEMBRE;DOMINGO;14;DESPISTE;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-11-26;V-2021-11-26-1;P-2021-11-26-1-2;TUMBES;ZARUMILLA;PAPAYAL;PEATÓN;FALLECIDO;NO CORRESPONDE;NO INDICA;NO IDENTIFICADO;NO ESPECIFICA;NO ESPECIFICA;N/I;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO INDICA;NO INDICA;NO INDICA;VEHÍCULO NO IDENTIFICADO;7/11/2021;2021;NOVIEMBRE;DOMINGO;3;ATROPELLO FUGA;NO INDICA;NO INDICA
A-2021-11-11;V-2021-11-11-1;P-2021-11-11-1-2;LIMA;LIMA;SAN MIGUEL;PEATÓN;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;82;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;SI;VEHÍCULO NO IDENTIFICADO;8/11/2021;2021;NOVIEMBRE;LUNES;12;ATROPELLO FUGA;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-11-213;V-2021-11-213-1;P-2021-11-213-1-1;CAJAMARCA;JAEN;JAEN;CONDUCTOR;FALLECIDO;NO CORRESPONDE;EN EL CENTRO DE SALUD;IDENTIFICADO;PERÚ;NO CORRESPONDE;21;MASCULINO;;SIN LICENCIA;SIN LICENCIA;SI;NEGATIVO;SI;TRIMOTO PASAJERO;8/11/2021;2021;NOVIEMBRE;LUNES;2;CHOQUE FUGA;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-11-153;V-2021-11-153-2;P-2021-11-153-2-2;LIMA;LIMA;SAN JUAN DE LURIGANCHO;PEATÓN;FALLECIDO;NO CORRESPONDE;EN EL CENTRO DE SALUD;IDENTIFICADO;PERÚ;NO CORRESPONDE;35;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;SI;NEGATIVO;NO;CAMIONETA RURAL;9/11/2021;2021;NOVIEMBRE;MARTES;5;ATROPELLO;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-11-210;V-2021-11-210-2;P-2021-11-210-2-3;SAN MARTIN;SAN MARTIN;LA BANDA DE SHILCAYO;PASAJERO;LESIONADO;CENTRO DE SALUD PÚBLICO;NO CORRESPONDE;IDENTIFICADO;PERÚ;NO CORRESPONDE;32;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;NO;TRIMOTO PASAJERO;9/11/2021;2021;NOVIEMBRE;MARTES;14;CHOQUE;IMPRUDENCIA DEL CONDUCTOR;CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2021-11-210;V-2021-11-210-2;P-2021-11-210-2-2;SAN MARTIN;SAN MARTIN;LA BANDA DE SHILCAYO;PASAJERO;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;54;FEMENINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;NO;TRIMOTO PASAJERO;9/11/2021;2021;NOVIEMBRE;MARTES;14;CHOQUE;IMPRUDENCIA DEL CONDUCTOR;CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2021-11-210;V-2021-11-210-2;P-2021-11-210-2-1;SAN MARTIN;SAN MARTIN;LA BANDA DE SHILCAYO;CONDUCTOR;LESIONADO;CENTRO DE SALUD PÚBLICO;NO CORRESPONDE;IDENTIFICADO;PERÚ;NO CORRESPONDE;31;MASCULINO;;VENCIDA;B IIc;SI;NEGATIVO;SI;TRIMOTO PASAJERO;9/11/2021;2021;NOVIEMBRE;MARTES;14;CHOQUE;IMPRUDENCIA DEL CONDUCTOR;CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN
A-2021-11-154;V-2021-11-154-1;P-2021-11-154-1-2;LIMA;LIMA;SAN JUAN DE LURIGANCHO;PEATÓN;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;NO IDENTIFICADO;NO ESPECIFICA;NO ESPECIFICA;N/I;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;NO;REMOLCADOR - SEMIRREMOLQUE;10/11/2021;2021;NOVIEMBRE;MIÉRCOLES;19;ATROPELLO;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-11-17;V-2021-11-17-1;P-2021-11-17-1-2;PUNO;SAN ROMAN;CARACOTO;PEATÓN;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;40;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;SI;POSITIVO;SI;ÓMNIBUS;10/11/2021;2021;NOVIEMBRE;MIÉRCOLES;3;ATROPELLO;IMPRUDENCIA DEL CONDUCTOR;CONDUCIR EN SENTIDO CONTRARIO
A-2021-11-198;V-2021-11-198-1;P-2021-11-198-1-1;CAJAMARCA;JAEN;COLASAY;CONDUCTOR;FALLECIDO;NO CORRESPONDE;EN EL CENTRO DE SALUD;IDENTIFICADO;PERÚ;NO CORRESPONDE;47;MASCULINO;;VIGENTE;A IIIc;NO;NO CORRESPONDE;NO;MOTOCICLETA;11/11/2021;2021;NOVIEMBRE;JUEVES;22;DESPISTE;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-11-199;V-2021-11-199-1;P-2021-11-199-1-2;LAMBAYEQUE;CHICLAYO;MONSEFU;PEATÓN;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;58;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;SI;AUTOMÓVIL;11/11/2021;2021;NOVIEMBRE;JUEVES;23;ATROPELLO;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-11-155;V-2021-11-155-1;P-2021-11-155-1-1;LIMA;LIMA;LOS OLIVOS;CONDUCTOR;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;29;MASCULINO;;VENCIDA;B IIc;SI;NO INDICA;NO;MOTOCICLETA;12/11/2021;2021;NOVIEMBRE;VIERNES;3;DESPISTE;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-11-156;V-2021-11-156-1;P-2021-11-156-1-1;LIMA;LIMA;SAN MARTIN DE PORRES;CONDUCTOR;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;NO IDENTIFICADO;NO ESPECIFICA;NO ESPECIFICA;N/I;MASCULINO;;SIN DNI IDENTIFICADO;SIN DNI IDENTIFICADO;NO;NO CORRESPONDE;NO;MOTOCICLETA;12/11/2021;2021;NOVIEMBRE;VIERNES;15;DESPISTE;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-11-157;V-2021-11-157-1;P-2021-11-157-1-2;LIMA;LIMA;LOS OLIVOS;PEATÓN;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;29;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;SI;NEGATIVO;NO;CAMIÓN;12/11/2021;2021;NOVIEMBRE;VIERNES;19;ATROPELLO;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-11-158;V-2021-11-158-1;P-2021-11-158-1-2;LIMA;LIMA;PUCUSANA;PEATÓN;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;NO IDENTIFICADO;PERÚ;NO CORRESPONDE;N/I;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;NO;VEHÍCULO NO IDENTIFICADO;12/11/2021;2021;NOVIEMBRE;VIERNES;19;ATROPELLO FUGA;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-11-41;V-2021-11-41-1;P-2021-11-41-1-1;AREQUIPA;ISLAY;COCACHACRA;CONDUCTOR;LESIONADO;OTRO;NO CORRESPONDE;IDENTIFICADO;PERÚ;NO CORRESPONDE;40;MASCULINO;;CANCELADA;A I;NO;NO CORRESPONDE;SI;MOTOCICLETA;12/11/2021;2021;NOVIEMBRE;VIERNES;12;CHOQUE;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-11-41;V-2021-11-41-2;P-2021-11-41-2-1;AREQUIPA;ISLAY;COCACHACRA;CONDUCTOR;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;55;MASCULINO;;SIN LICENCIA;SIN LICENCIA;NO;NO CORRESPONDE;NO;MOTOCICLETA;12/11/2021;2021;NOVIEMBRE;VIERNES;12;CHOQUE;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-11-41;V-2021-11-41-2;P-2021-11-41-2-2;AREQUIPA;ISLAY;COCACHACRA;PASAJERO;LESIONADO;OTRO;NO CORRESPONDE;IDENTIFICADO;PERÚ;NO CORRESPONDE;59;FEMENINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;NO;MOTOCICLETA;12/11/2021;2021;NOVIEMBRE;VIERNES;12;CHOQUE;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-11-159;V-2021-11-159-1;P-2021-11-159-1-3;LIMA;LIMA;SANTA ANITA;PEATÓN;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;77;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;NO;AUTOMÓVIL;13/11/2021;2021;NOVIEMBRE;SÁBADO;10;ATROPELLO FUGA;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-11-160;V-2021-11-160-1;P-2021-11-160-1-1;LIMA;LIMA;SANTA ANITA;CONDUCTOR;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;23;MASCULINO;;VIGENTE;B IIc;SI;NEGATIVO;NO;MOTOCICLETA;13/11/2021;2021;NOVIEMBRE;SÁBADO;18;DESPISTE;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-11-80;V-2021-11-80-2;P-2021-11-80-2-1;LA LIBERTAD;PACASMAYO;PACASMAYO;CONDUCTOR;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;22;MASCULINO;;SIN LICENCIA;SIN LICENCIA;NO;NO CORRESPONDE;NO;TRIMOTO PASAJERO;13/11/2021;2021;NOVIEMBRE;SÁBADO;22;CHOQUE;IMPRUDENCIA DEL CONDUCTOR;NO ESTABLECER EL DERECHO DE PASO
A-2021-11-80;V-2021-11-80-2;P-2021-11-80-2-2;LA LIBERTAD;PACASMAYO;PACASMAYO;PASAJERO;LESIONADO;CENTRO DE SALUD PÚBLICO;NO CORRESPONDE;IDENTIFICADO;PERÚ;NO CORRESPONDE;23;FEMENINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;NO;TRIMOTO PASAJERO;13/11/2021;2021;NOVIEMBRE;SÁBADO;22;CHOQUE;IMPRUDENCIA DEL CONDUCTOR;NO ESTABLECER EL DERECHO DE PASO
A-2021-11-128;V-2021-11-128-1;P-2021-11-128-1-2;PIURA;PIURA;CATACAOS;PEATÓN;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;IDENTIFICADO;PERÚ;NO CORRESPONDE;34;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;SI;NO INDICA;NO INDICA;VEHÍCULO NO IDENTIFICADO;14/11/2021;2021;NOVIEMBRE;DOMINGO;0;ATROPELLO FUGA;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-11-16;V-2021-11-16-1;P-2021-11-16-1-4;HUANCAVELICA;ANGARAES;SECCLLA;PASAJERO;LESIONADO;CENTRO DE SALUD PÚBLICO;NO CORRESPONDE;NO IDENTIFICADO;PERÚ;NO CORRESPONDE;N/I;FEMENINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO INDICA;NO INDICA;NO INDICA;TRIMOTO CARGA;14/11/2021;2021;NOVIEMBRE;DOMINGO;11;DESPISTE;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-11-16;V-2021-11-16-1;P-2021-11-16-1-3;HUANCAVELICA;ANGARAES;SECCLLA;PASAJERO;LESIONADO;CENTRO DE SALUD PÚBLICO;NO CORRESPONDE;NO IDENTIFICADO;PERÚ;NO CORRESPONDE;N/I;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO INDICA;NO INDICA;NO INDICA;TRIMOTO CARGA;14/11/2021;2021;NOVIEMBRE;DOMINGO;11;DESPISTE;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-11-16;V-2021-11-16-1;P-2021-11-16-1-2;HUANCAVELICA;ANGARAES;SECCLLA;PASAJERO;FALLECIDO;NO CORRESPONDE;EN EL LUGAR DE LOS HECHOS;NO IDENTIFICADO;PERÚ;NO CORRESPONDE;N/I;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO INDICA;NO INDICA;NO INDICA;TRIMOTO CARGA;14/11/2021;2021;NOVIEMBRE;DOMINGO;11;DESPISTE;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-11-16;V-2021-11-16-1;P-2021-11-16-1-1;HUANCAVELICA;ANGARAES;SECCLLA;CONDUCTOR;ILESO;NO CORRESPONDE;NO CORRESPONDE;NO IDENTIFICADO;PERÚ;NO CORRESPONDE;N/I;MASCULINO;SI;VIGENTE;B IIb;NO INDICA;NO INDICA;NO INDICA;TRIMOTO CARGA;14/11/2021;2021;NOVIEMBRE;DOMINGO;11;DESPISTE;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-11-208;V-2021-11-208-2;P-2021-11-208-2-2;LAMBAYEQUE;LAMBAYEQUE;OLMOS;PASAJERO;FALLECIDO;NO CORRESPONDE;EN EL CENTRO DE SALUD;IDENTIFICADO;PERÚ;NO CORRESPONDE;19;MASCULINO;NO CONDUCTOR;NO CONDUCTOR;NO CONDUCTOR;NO;NO CORRESPONDE;NO;MOTOCICLETA;14/11/2021;2021;NOVIEMBRE;DOMINGO;1;CHOQUE;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-11-208;V-2021-11-208-1;P-2021-11-208-1-1;LAMBAYEQUE;LAMBAYEQUE;OLMOS;CONDUCTOR;ILESO;NO CORRESPONDE;NO CORRESPONDE;IDENTIFICADO;PERÚ;NO CORRESPONDE;22;MASCULINO;;SIN LICENCIA;SIN LICENCIA;SI;NEGATIVO;SI;TRIMOTO CARGA;14/11/2021;2021;NOVIEMBRE;DOMINGO;1;CHOQUE;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-11-208;V-2021-11-208-2;P-2021-11-208-2-1;LAMBAYEQUE;LAMBAYEQUE;OLMOS;CONDUCTOR;ILESO;NO CORRESPONDE;NO CORRESPONDE;IDENTIFICADO;PERÚ;NO CORRESPONDE;17;MASCULINO;;SIN LICENCIA;SIN LICENCIA;NO;NO CORRESPONDE;NO;MOTOCICLETA;14/11/2021;2021;NOVIEMBRE;DOMINGO;1;CHOQUE;NO IDENTIFICA LA CAUSA;NO INDICA
A-2021-11-21;V-2021-11-21-1;P-2021-11-21-1-1;LORETO;LORETO;NAUTA;CONDUCTOR;FALLECIDO;NO CORRESPONDE;NO INDICA;IDENTIFICADO;NO ESPECIFICA;NO ESPECIFICA;31;MASCULINO;;VIGENTE;A I;NO INDICA;NO INDICA;NO INDICA;MOTOCICLETA;14/11/2021;2021;NOVIEMBRE;DOMINGO;2;CHOQUE FUGA;NO INDICA;NO INDICA
